82992,202,10301,10203,10299,10206,0
83086,202,10300,10206,10300,10205,0
83180,202,10301,10203,10300,10204,0
83274,202,10301,10204,10300,10204,0
83367,202,10305,10207,10301,10204,0
83461,202,10301,10204,10302,10205,0
83555,202,10301,10205,10301,10204,0
83648,202,10302,10205,10301,10204,0
83742,202,10300,10203,10301,10204,0
83836,202,10302,10207,10301,10204,0
83930,202,10302,10204,10301,10205,0
84023,202,10304,10206,10302,10205,0
84117,202,10302,10208,10302,10206,0
84211,202,10304,10206,10302,10206,0
84304,202,10300,10205,10302,10206,0
84398,202,10303,10207,10301,10206,0
84492,202,10299,10207,10301,10206,0
84586,202,10302,10208,10300,10207,0
84680,202,10300,10209,10300,10207,0
84773,202,10303,10209,10301,10208,0
84867,202,10302,10206,10301,10207,0
84961,202,10300,10210,10301,10207,0
85055,202,10303,10207,10301,10208,0
85148,202,10299,10206,10301,10207,0
85242,202,10304,10206,10301,10206,0
85336,202,10301,10205,10301,10206,0
85430,202,10294,10202,10299,10204,0
85523,202,10294,10199,10296,10202,0
85617,202,10306,10204,10298,10202,0
85711,202,10298,10208,10300,10204,0
85804,202,10300,10207,10299,10205,0
85898,202,10300,10208,10299,10206,0
85992,202,10299,10209,10299,10207,0
86086,202,10301,10204,10299,10207,0
86180,202,10298,10204,10299,10205,0
86274,202,10302,10209,10299,10206,0
86367,202,10301,10208,10300,10207,0
86461,202,10303,10207,10301,10207,0
86555,202,10295,10206,10300,10206,0
86648,202,10296,10206,10297,10206,0
86742,202,10297,10209,10297,10206,0
86836,202,10299,10207,10297,10207,0
86930,202,10303,10213,10299,10208,0
87023,202,10302,10204,10300,10208,0
87117,202,10301,10212,10301,10208,0
87211,202,10302,10207,10301,10208,0
87304,202,10303,10208,10301,10208,0
87398,202,10300,10211,10301,10208,0
87492,202,10305,10204,10302,10208,0
87586,202,10304,10210,10303,10207,0
87680,202,10300,10200,10302,10206,0
87773,202,10299,10208,10301,10205,0
87867,202,10302,10203,10300,10205,0
87961,202,10302,10208,10301,10205,0
88055,202,10310,10207,10303,10206,0
88148,202,10301,10208,10304,10206,0
88242,202,10299,10209,10302,10207,0
88336,202,10303,10206,10301,10207,0
88430,202,10301,10201,10301,10205,0
88523,202,10299,10205,10300,10204,0
88617,202,10301,10205,10300,10204,0
88711,202,10302,10206,10300,10205,0
88804,202,10303,10207,10301,10205,0
88898,202,10302,10208,10302,10206,0
88992,202,10301,10206,10301,10206,0
89086,202,10303,10208,10301,10206,0
89180,202,10299,10208,10301,10207,0
89273,202,10303,10209,10301,10207,0
89367,202,10299,10206,10301,10207,0
89461,202,10296,10208,10299,10207,0
89555,202,10299,10208,10298,10207,0
89648,202,10299,10205,10298,10207,0
89742,202,10297,10203,10298,10205,0
89836,202,10305,10212,10299,10206,0
89930,202,10300,10206,10301,10207,0
90023,202,10300,10207,10300,10207,0
90117,202,10301,10211,10300,10208,0
90211,202,10302,10199,10301,10206,0
90304,202,10301,10204,10301,10204,0
90398,202,10304,10202,10301,10203,0
90492,202,10307,10208,10303,10204,0
90586,202,10310,10206,10306,10205,0
90680,202,10311,10205,10308,10205,0
90773,202,10315,10202,10310,10204,0
90867,202,10314,10205,10312,10204,0
90961,202,10312,10203,10312,10204,0
91055,202,10319,10205,10314,10204,0
91148,202,10318,10204,10316,10204,0
91242,202,10316,10208,10316,10205,0
91336,202,10323,10208,10318,10206,0
91430,202,10326,10202,10321,10205,0
91523,202,10323,10207,10322,10205,0
91617,202,10322,10211,10322,10207,0
91711,202,10325,10204,10323,10207,0
91804,202,10329,10206,10325,10206,0
91898,202,10328,10204,10326,10205,0
91992,202,10330,10201,10327,10204,0
92086,202,10333,10206,10329,10203,0
92180,202,10332,10205,10331,10204,0
92273,202,10335,10208,10332,10205,0
92367,202,10333,10206,10333,10206,0
92461,202,10337,10208,10334,10206,0
92555,202,10337,10210,10335,10207,0
92648,202,10328,10203,10334,10207,0
92742,202,10336,10206,10333,10205,0
92836,202,10338,10209,10335,10206,0
92930,202,10342,10206,10337,10207,0
93023,202,10349,10203,10341,10205,0
93117,202,10345,10204,10344,10204,0
93211,202,10347,10202,10345,10203,0
93305,202,10353,10205,10347,10203,0
93398,202,10351,10208,10349,10205,0
93492,202,10350,10202,10350,10205,0
93586,202,10355,10204,10351,10204,0
93680,202,10356,10204,10353,10204,0
93773,202,10360,10203,10355,10203,0
93867,202,10358,10206,10357,10204,0
93961,202,10363,10204,10358,10204,0
94055,202,10372,10204,10363,10204,0
94148,202,10368,10208,10366,10205,0
94242,202,10376,10205,10369,10205,0
94336,202,10371,10210,10371,10206,0
94430,202,10369,10208,10370,10207,0
94523,202,10367,10211,10369,10208,0
94617,202,10370,10207,10368,10208,0
94711,202,10369,10206,10369,10207,0
94804,202,10375,10210,10370,10207,0
94898,202,10374,10205,10372,10207,0
94992,202,10374,10202,10373,10205,0
95086,202,10375,10204,10373,10204,0
95180,202,10373,10207,10373,10204,0
95273,202,10380,10203,10375,10204,0
95367,202,10380,10205,10377,10204,0
95461,202,10379,10204,10378,10204,0
95555,202,10384,10207,10380,10204,0
95648,202,10381,10207,10381,10205,0
95742,202,10391,10206,10383,10206,0
95836,202,10388,10206,10386,10206,0
95930,202,10390,10208,10387,10206,0
96023,202,10393,10209,10389,10207,0
96117,202,10395,10209,10391,10208,0
96211,202,10399,10209,10394,10208,0
96304,202,10397,10207,10396,10208,0
96398,202,10404,10206,10398,10207,0
96492,202,10410,10208,10402,10207,0
96586,202,10408,10205,10405,10206,0
96680,202,10412,10207,10407,10206,0
96773,202,10409,10203,10409,10205,0
96867,202,10406,10206,10408,10205,0
96961,202,10405,10208,10406,10206,0
97055,202,10403,10206,10405,10206,0
97148,202,10415,10208,10407,10206,0
97242,202,10418,10211,10411,10208,0
97336,202,10414,10207,10413,10208,0
97430,202,10421,10206,10415,10207,0
97523,202,10419,10213,10417,10208,0
97617,202,10417,10202,10417,10208,0
97711,202,10417,10203,10417,10205,0
97804,202,10419,10215,10417,10207,0
97898,202,10422,10206,10419,10208,0
97992,202,10424,10210,10421,10208,0
98086,202,10433,10207,10424,10208,0
98180,202,10423,10213,10426,10209,0
98273,202,10433,10202,10427,10208,0
98367,202,10437,10206,10431,10206,0
