129206,13331,23418,13405,10391,10288,11860,11907,70,0,0,255
129706,13335,23388,13412,10405,10290,11864,11909,70,0,0,255
130206,13335,23405,13410,10396,10299,11868,11909,70,0,0,255
130706,13331,23400,13414,10411,10303,11863,11909,70,0,0,255
134,13339,23404,13405,10419,10307,11857,11907,70,0,0,255
634,13332,23418,13411,10414,10313,11854,11909,70,70,0,255
1134,13336,23416,13408,10448,10315,11862,11906,70,70,0,255
1634,13338,23420,13413,10438,10322,11867,11910,70,70,0,255
2134,13331,23408,13396,10440,10329,11868,11910,70,70,0,255
2634,13336,23355,13390,10473,10366,11865,11910,70,70,0,255
3134,13329,23278,13369,10515,10403,11858,11910,70,70,0,255
3634,13326,23211,13346,10596,10448,11859,11908,70,70,0,255
4134,13323,23114,13324,10633,10515,11861,11910,70,70,0,255
4634,13314,23058,13301,10664,10557,11869,11909,70,70,0,255
5134,13315,22928,13269,10721,10619,11869,11912,70,70,0,255
5634,13307,22874,13248,10806,10660,11864,11908,70,70,0,255
6134,13310,22742,13229,10877,10718,11860,11911,70,70,0,255
6634,13305,22711,13201,10905,10766,11862,11910,70,70,0,255
7134,13298,22603,13178,10944,10820,11866,11911,70,70,0,255
7634,13290,22545,13156,11001,10862,11870,11912,70,70,0,255
8134,13287,22475,13136,11036,10914,11869,11910,70,70,0,255
8634,13280,22391,13116,11124,10959,11867,11912,70,70,0,255
9134,13272,22346,13095,11143,11015,11865,11911,70,70,0,255
9634,13265,22287,13077,11195,11062,11866,11914,70,70,0,255
10134,13255,22257,13057,11240,11106,11871,11915,70,70,0,255
10634,13241,22166,13042,11279,11149,11871,11915,70,70,0,255
11134,13233,22087,13026,11325,11194,11873,11915,70,70,0,255
11634,13217,22076,13011,11379,11236,11871,11915,70,70,0,255
12134,13207,22023,12991,11402,11277,11869,11914,70,70,0,255
12634,13200,21951,12975,11440,11325,11873,11916,70,70,0,255
13134,13186,21897,12966,11483,11359,11873,11918,70,70,0,255
13634,13167,21890,12951,11516,11401,11876,11918,70,70,0,255
14134,13165,21818,12938,11534,11443,11874,11917,70,70,0,255
14634,13154,21774,12928,11591,11482,11875,11916,70,70,0,255
15134,13137,21733,12913,11642,11514,11875,11917,70,70,0,255
15634,13126,21721,12903,11672,11549,11876,11921,70,70,0,255
16134,13115,21653,12891,11723,11586,11880,11919,70,70,0,255
16634,13107,21646,12883,11750,11619,11878,11922,70,70,0,255
17134,13090,21610,12871,11789,11656,11879,11922,70,70,0,255
17634,13080,21549,12860,11822,11689,11879,11923,70,70,0,255
18134,13068,21531,12853,11841,11720,11880,11922,70,70,0,255
18634,13057,21525,12844,11884,11751,11881,11925,70,70,0,255
19134,13045,21474,12836,11926,11783,11884,11923,70,70,0,255
19634,13034,21465,12823,11963,11811,11883,11924,70,70,0,255
20134,13021,21432,12819,11982,11837,11883,11925,70,70,0,255
20634,13010,21409,12811,12011,11871,11885,11924,70,70,0,255
21134,13006,21358,12804,12046,11898,11886,11927,70,70,0,255
21634,12993,21339,12799,12063,11924,11888,11930,70,70,0,255
22134,12984,21354,12792,12081,11946,11886,11929,70,70,0,255
22634,12973,21317,12786,12109,11975,11888,11930,70,70,0,255
23134,12966,21303,12781,12137,11996,11889,11931,70,70,0,255
23634,12957,21286,12776,12162,12017,11891,11930,70,70,0,255
24134,12955,21285,12769,12186,12045,11892,11932,70,70,0,255
24634,12945,21276,12765,12199,12066,11892,11932,70,70,0,255
25134,12942,21250,12764,12225,12088,11894,11933,70,70,0,255
25634,12935,21251,12760,12251,12106,11895,11938,70,70,0,255
26134,12926,21214,12757,12266,12126,11895,11936,70,70,0,255
26634,12922,21211,12756,12284,12143,11897,11939,70,70,0,255
27134,12917,21210,12753,12306,12165,11899,11940,70,70,0,255
27634,12911,21220,12750,12324,12180,11898,11941,70,70,0,255
28134,12903,21192,12748,12337,12197,11901,11941,70,70,0,255
28634,12900,21206,12750,12358,12213,11901,11941,70,70,0,255
29134,12889,21206,12748,12374,12227,11901,11942,70,70,0,255
29634,12891,21190,12746,12387,12242,11903,11946,70,70,0,255
30134,12889,21173,12745,12406,12263,11905,11945,70,70,0,255
30634,12883,21202,12745,12418,12277,11906,11944,70,70,0,255
31134,12884,21165,12745,12430,12287,11906,11945,70,70,0,255
31634,12876,21167,12746,12447,12301,11909,11948,70,70,0,255
32134,12869,21191,12747,12456,12312,11909,11948,70,70,0,255
32634,12869,21191,12745,12470,12323,11910,11951,70,70,0,255
33134,12875,21177,12750,12479,12335,11910,11955,70,70,0,255
33634,12867,21194,12749,12491,12347,11913,11953,70,70,0,255
34134,12861,21211,12752,12496,12356,11913,11954,70,70,0,255
34634,12867,21243,12753,12509,12365,11917,11958,70,70,0,255
35134,12864,21228,12754,12520,12377,11917,11956,70,70,0,255
35634,12859,21217,12757,12532,12384,11918,11958,70,70,0,255
36134,12860,21260,12762,12539,12397,11918,11959,70,70,0,255
36634,12863,21259,12768,12545,12401,11920,11961,70,70,0,255
37134,12863,21251,12768,12555,12411,11919,11963,70,70,0,255
37634,12862,21282,12771,12563,12416,11922,11962,70,70,0,255
38134,12863,21276,12775,12570,12427,11922,11964,70,70,0,255
38634,12867,21279,12777,12577,12433,11924,11967,70,70,0,255
39134,12866,21330,12778,12583,12437,11927,11967,70,70,0,255
39634,12870,21311,12788,12588,12447,11927,11968,70,70,0,255
40134,12872,21333,12785,12597,12453,11929,11970,70,70,0,255
40634,12865,21354,12791,12603,12457,11928,11970,70,70,0,255
41134,12871,21365,12796,12607,12462,11930,11971,70,70,0,255
41634,12875,21348,12797,12616,12470,11932,11973,70,70,0,255
42134,12883,21369,12801,12619,12474,11933,11975,70,70,0,255
42634,12880,21387,12804,12626,12478,11935,11975,70,70,0,255
43134,12882,21411,12806,12631,12488,11935,11977,70,70,0,255
43634,12887,21437,12810,12634,12489,11937,11979,70,70,0,255
44134,12886,21422,12819,12647,12494,11939,11980,70,70,0,255
44634,12890,21447,12820,12649,12504,11940,11983,70,70,0,255
45134,12894,21459,12824,12650,12510,11942,11980,70,70,0,255
45634,12901,21461,12829,12654,12510,11940,11983,70,70,0,255
46134,12901,21483,12835,12660,12517,11941,11983,70,70,0,255
46634,12909,21507,12837,12663,12519,11945,11984,70,70,0,255
47134,12908,21528,12841,12673,12524,11945,11984,70,70,0,255
47634,12912,21524,12847,12675,12531,11949,11987,70,70,0,255
48134,12911,21559,12849,12678,12532,11949,11988,70,70,0,255
48634,12920,21594,12856,12687,12536,11948,11990,70,70,0,255
49134,12924,21572,12859,12688,12541,11950,11992,70,70,0,255
49634,12930,21581,12863,12691,12546,11951,11991,70,70,0,255
50134,12932,21614,12870,12701,12552,11952,11995,70,70,0,255
50634,12929,21640,12874,12702,12552,11954,11995,70,70,0,255
51134,12943,21623,12876,12703,12560,11957,11995,70,70,0,255
51634,12944,21644,12882,12709,12563,11956,11998,70,70,0,255
52134,12947,21673,12884,12714,12567,11958,11999,70,70,0,255
52634,12948,21678,12885,12716,12575,11958,12001,70,70,0,255
53134,12951,21688,12893,12721,12577,11960,12002,70,70,0,255
53634,12951,21724,12897,12728,12576,11961,12002,70,70,0,255
54134,12958,21731,12900,12727,12588,11964,12002,70,70,0,255
54634,12969,21704,12907,12738,12587,11965,12006,70,70,0,255
55134,12969,21736,12909,12738,12593,11966,12005,70,70,0,255
55634,12970,21783,12911,12746,12593,11967,12008,70,70,0,255
56134,12979,21751,12919,12744,12600,11968,12009,70,70,0,255
56634,12976,21779,12923,12753,12605,11970,12008,70,70,0,255
57134,12984,21839,12928,12758,12608,11972,12010,70,70,0,255
57634,12980,21812,12931,12761,12617,11973,12012,70,70,0,255
58134,12989,21836,12934,12765,12616,11974,12015,70,70,0,255
58634,12998,21846,12935,12767,12621,11974,12014,70,70,0,255
59134,12994,21886,12944,12772,12628,11975,12013,70,70,0,255
59634,13000,21872,12949,12779,12633,11977,12016,70,70,0,255
60134,13002,21873,12956,12784,12631,11979,12017,70,70,0,255
60634,13011,21889,12954,12789,12636,11980,12018,70,70,0,255
61134,13011,21893,12961,12791,12648,11981,12021,70,70,0,255
61634,13012,21944,12964,12796,12646,11982,12024,70,70,0,255
62134,13025,21955,12970,12799,12649,11985,12026,70,70,0,255
62634,13020,21956,12973,12802,12657,11984,12025,70,70,0,255
63134,13025,21975,12982,12805,12659,11987,12026,70,70,0,255
