75422,10316,13038,10294,10202,10096,11802,11850,0,0,0,255
75922,10313,13034,10296,10197,10093,11802,11850,0,0,0,255
76422,10317,13042,10293,10199,10098,11801,11849,0,0,0,255
76922,10317,13042,10294,10202,10094,11802,11851,0,0,0,255
77422,10317,13037,10295,10201,10095,11801,11850,0,0,0,255
77922,10314,13039,10293,10198,10097,11803,11851,0,0,0,255
78422,10318,13037,10293,10202,10097,11801,11848,0,0,0,255
78922,10314,13042,10295,10199,10097,11801,11849,0,0,0,255
79422,10313,13040,10292,10198,10095,11801,11849,0,0,0,255
79922,10312,13037,10292,10203,10096,11801,11850,0,0,0,255
80422,10316,13038,10294,10199,10096,11801,11848,0,0,0,255
80922,10316,13036,10293,10203,10096,11801,11847,0,0,0,255
81422,10315,13037,10293,10201,10096,11801,11849,0,0,0,255
81922,10314,13031,10296,10203,10095,11802,11850,0,0,0,255
82422,10316,13031,10295,10199,10093,11801,11851,0,0,0,255
82922,10314,13034,10293,10200,10096,11801,11849,0,0,0,255
83422,10316,13037,10295,10198,10096,11803,11848,0,0,0,255
83922,10316,13032,10295,10197,10094,11802,11849,0,0,0,255
84422,10313,13034,10296,10200,10096,11801,11848,0,0,0,255
84922,10315,13033,10294,10201,10093,11800,11848,0,0,0,255
85422,10313,13034,10292,10201,10095,11800,11849,0,0,0,255
85922,10317,13028,10293,10202,10095,11802,11847,0,0,0,255
86422,10316,13034,10295,10202,10094,11801,11849,0,0,0,255
86922,10319,13034,10294,10200,10096,11799,11849,0,0,0,255
87422,10316,13031,10290,10198,10096,11802,11849,0,0,0,255
87922,10313,13033,10295,10199,10095,11800,11849,0,0,0,255
88422,10310,13023,10293,10201,10096,11802,11850,0,0,0,255
88922,10314,13032,10292,10200,10097,11799,11846,0,0,0,255
89422,10312,13027,10291,10201,10094,11797,11851,0,0,0,255
89922,10313,13016,10299,10197,10094,11803,11833,0,0,0,255
90422,10315,13025,10291,10199,10093,11801,11851,0,0,0,255
90922,10315,13019,10292,10205,10094,11801,11844,0,0,0,255
91422,10314,13030,10293,10198,10096,11802,11847,0,0,0,255
91922,10310,13026,10292,10200,10096,11800,11848,0,0,0,255
92422,10313,13019,10293,10201,10095,11799,11846,0,0,0,255
92922,10314,13040,10291,10200,10091,11802,11850,0,0,0,255
93422,10311,13026,10291,10202,10094,11801,11846,0,0,0,255
93922,10311,13021,10293,10201,10093,11801,11848,0,0,0,255
94422,10312,13054,10294,10199,10093,11798,11847,0,0,0,255
94922,10318,13035,10290,10196,10096,11800,11846,0,0,0,255
95422,10330,13029,10293,10198,10096,11798,11846,0,0,0,255
95922,10316,13020,10291,10202,10095,11799,11847,0,0,0,255
96422,10339,13028,10291,10199,10089,11801,11851,0,0,0,255
96922,10336,13019,10288,10195,10094,11798,11848,0,0,0,255
97422,10357,13023,10292,10198,10092,11797,11844,0,0,0,255
97922,10349,13033,10288,10197,10093,11800,11845,0,0,0,255
98422,10422,13032,10295,10196,10096,11801,11846,0,0,0,255
98922,10421,13025,10290,10200,10094,11800,11848,0,0,0,255
99422,10443,13027,10289,10209,10091,11799,11847,0,0,0,255
99922,10457,13025,10293,10197,10093,11797,11844,0,0,0,255
100422,10447,13030,10292,10205,10097,11799,11843,0,0,0,255
100922,10475,13009,10292,10198,10095,11801,11846,0,0,0,255
101422,10558,13032,10291,10200,10094,11801,11845,0,0,0,255
101922,10522,13033,10291,10198,10095,11800,11846,0,0,0,255
102422,10534,13017,10294,10201,10092,11798,11848,0,0,0,255
102922,10570,13028,10293,10201,10095,11797,11844,0,0,0,255
103422,10584,13029,10294,10202,10093,11800,11844,0,0,0,255
103922,10595,13030,10293,10200,10093,11799,11843,0,0,0,255
104422,10606,13025,10293,10198,10089,11799,11845,0,0,0,255
104922,10622,13019,10291,10197,10096,11796,11847,0,0,0,255
105422,10677,13033,10299,10198,10096,11799,11844,0,0,0,255
105922,10674,13027,10292,10200,10095,11798,11847,0,0,0,255
106422,10692,13042,10291,10199,10095,11800,11846,0,0,0,255
106922,10702,13034,10290,10201,10097,11797,11845,0,0,0,255
107422,10728,13020,10288,10199,10095,11796,11842,0,0,0,255
107922,10761,13032,10290,10195,10093,11798,11847,0,0,0,255
108422,10758,13020,10295,10198,10094,11800,11845,0,0,0,255
108922,10783,13026,10293,10196,10092,11801,11846,0,0,0,255
109422,10813,13027,10290,10196,10094,11799,11845,0,0,0,255
109922,10823,13026,10294,10203,10094,11798,11846,0,0,0,255
110422,10850,13023,10293,10199,10092,11797,11846,0,0,0,255
110922,10861,13021,10289,10196,10094,11798,11847,0,0,0,255
111422,10898,13015,10293,10202,10094,11801,11848,0,0,0,255
111922,10901,13026,10289,10200,10095,11801,11844,0,0,0,255
112422,10928,13025,10293,10200,10095,11800,11843,0,0,0,255
112922,10954,13028,10296,10201,10094,11796,11846,0,0,0,255
113422,10973,13031,10293,10201,10092,11799,11843,0,0,0,255
113922,10994,13030,10291,10198,10096,11798,11848,0,0,0,255
114422,11013,13030,10292,10201,10094,11798,11846,0,0,0,255
114922,11038,13022,10293,10200,10095,11797,11844,0,0,0,255
115422,11052,13024,10291,10198,10094,11798,11846,0,0,0,255
115922,11076,13029,10292,10201,10096,11799,11842,0,0,0,255
116422,11094,13013,10290,10196,10093,11800,11846,0,0,0,255
116922,11117,13033,10291,10199,10093,11798,11846,0,0,0,255
117422,11141,13037,10289,10198,10091,11794,11847,0,0,0,255
117922,11152,13022,10292,10198,10092,11793,11848,0,0,0,255
118422,11176,13016,10291,10198,10095,11797,11843,0,0,0,255
118922,11200,13031,10290,10201,10095,11798,11844,0,0,0,255
119422,11227,13029,10290,10199,10094,11800,11843,0,0,0,255
119922,11253,13033,10288,10197,10096,11798,11846,0,0,0,255
120422,11287,13023,10293,10196,10097,11796,11846,0,0,0,255
120922,11315,13021,10292,10201,10096,11797,11847,0,0,0,255
121422,11343,13026,10295,10197,10094,11796,11846,0,0,0,255
121922,11381,13027,10291,10197,10094,11801,11847,0,0,0,255
122422,11414,13034,10289,10200,10090,11798,11847,0,0,0,255
122922,11444,13030,10292,10199,10094,11796,11845,0,0,0,255
123422,11479,13021,10292,10197,10095,11796,11844,0,0,0,255
123922,11513,13028,10295,10198,10091,11799,11845,0,0,0,255
124422,11538,13028,10293,10200,10091,11798,11846,0,0,0,255
124922,11570,13032,10292,10194,10094,11799,11849,0,0,0,255
125422,11600,13036,10294,10199,10095,11796,11845,0,0,0,255
125922,11627,13033,10294,10198,10092,11794,11843,0,0,0,255
126422,11658,13028,10291,10196,10093,11800,11844,0,0,0,255
126922,11688,13030,10295,10199,10093,11798,11844,0,0,0,255
127422,11710,13034,10292,10198,10093,11799,11846,0,0,0,255
127922,11738,13040,10291,10196,10090,11795,11845,0,0,0,255
128422,11764,13042,10295,10197,10094,11794,11845,0,0,0,255
128922,11803,13031,10294,10197,10092,11797,11845,0,0,0,255
129422,11839,13027,10293,10198,10091,11800,11845,0,0,0,255
129922,11874,13024,10291,10195,10090,11799,11843,0,0,0,255
130422,11910,13038,10292,10199,10094,11796,11843,0,0,0,255
130922,11938,13037,10293,10200,10093,11793,11845,0,0,0,255
350,11976,13030,10293,10196,10096,11796,11846,0,0,0,255
850,12012,13038,10292,10199,10095,11795,11845,0,0,0,255
1350,12052,13036,10293,10199,10091,11799,11844,0,0,0,255
1850,12087,13042,10294,10195,10096,11797,11844,0,0,0,255
2350,12120,13031,10296,10195,10092,11795,11844,0,0,0,255
2850,12150,13034,10291,10199,10091,11797,11843,0,0,0,255
3350,12182,13047,10293,10199,10095,11796,11846,0,0,0,255
3850,12210,13041,10294,10201,10094,11797,11846,0,0,0,255
4350,12234,13044,10296,10199,10094,11794,11843,0,0,0,255
4850,12259,13044,10303,10197,10093,11794,11843,0,0,0,255
5350,12275,13052,10300,10199,10093,11797,11845,0,0,0,255
5850,12299,13079,10300,10199,10091,11799,11844,0,0,0,255
6350,12325,13074,10303,10199,10093,11798,11844,0,0,0,255
6850,12351,13078,10306,10199,10093,11794,11846,0,0,0,255
